Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Profit Margin %,Is Profitable,Revenue Without Discount,Discount Given ($),Revenue Per Unit,Region Sales Contribution %,Category Sales Contribution %
4996,CA-2011-132227,2011-11-04,2011-11-10,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10011,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4,0.2,18.8732,2011,11,4,36.25,Yes,65.08,13.02,13.02,29.55,31.3
4997,CA-2014-155824,2014-03-11,2014-03-16,Standard Class,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,1,0.2,3.6588,2014,3,1,7.5,Yes,60.98,12.2,48.78,17.05,31.3
4998,CA-2014-155824,2014-03-11,2014-03-16,Standard Class,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,13.092,4,0.7,-10.0372,2014,3,1,-76.67,No,43.64,30.55,3.27,17.05,31.3
4999,CA-2013-129238,2013-01-31,2013-02-04,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1,0.2,8.2194,2013,1,1,7.5,Yes,136.99,27.4,109.59,31.58,36.4
5000,CA-2013-129238,2013-01-31,2013-02-04,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002764,Office Supplies,Paper,Staples,56.7,5,0.0,27.783,2013,1,1,49.0,Yes,56.7,0.0,11.34,31.58,31.3
5001,CA-2014-159688,2014-05-08,2014-05-13,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0.0,28.7964,2014,5,2,36.0,Yes,79.99,0.0,79.99,31.58,36.4
5002,CA-2013-136126,2013-05-25,2013-05-25,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0.0,20.155,2013,5,2,29.0,Yes,69.5,0.0,13.9,17.05,31.3
5003,CA-2013-136126,2013-05-25,2013-05-25,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6,4,0.0,91.968,2013,5,2,48.0,Yes,191.6,0.0,47.9,17.05,31.3
5004,CA-2013-155033,2013-10-08,2013-10-13,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,0.0,5.0688,2013,10,4,48.0,Yes,10.56,0.0,5.28,31.58,31.3
5005,CA-2011-156006,2011-04-30,2011-05-02,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0.0,16.2486,2011,4,2,34.0,Yes,47.79,0.0,15.93,17.05,36.4
5006,CA-2012-158659,2012-11-10,2012-11-14,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,5,0.0,207.147,2012,11,4,29.0,Yes,714.3,0.0,142.86,21.82,31.3
5007,CA-2012-169796,2012-11-09,2012-11-14,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,2321.9,2,0.0,1114.512,2012,11,4,48.0,Yes,2321.9,0.0,1160.95,29.55,36.4
5008,CA-2012-169796,2012-11-09,2012-11-14,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,2012,11,4,17.0,Yes,17.94,0.0,5.98,29.55,31.3
5009,CA-2012-102876,2012-09-07,2012-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,9.522,1,0.7,-6.9828,2012,9,3,-73.33,No,31.74,22.22,9.52,29.55,31.3
5010,CA-2012-102876,2012-09-07,2012-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.964,6,0.4,-131.994,2012,9,3,-16.67,No,1319.94,527.98,131.99,29.55,36.4
5011,CA-2012-102876,2012-09-07,2012-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,4.923,3,0.7,-3.9384,2012,9,3,-80.0,No,16.41,11.49,1.64,29.55,31.3
5012,US-2014-139647,2014-05-12,2014-05-14,First Class,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,85023,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,209.979,7,0.7,-356.9643,2014,5,2,-170.0,No,699.93,489.95,30.0,31.58,32.3
5013,US-2014-160465,2014-07-22,2014-07-27,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,33.93,3,0.7,-22.62,2014,7,3,-66.67,No,113.1,79.17,11.31,29.55,31.3
5014,US-2014-160465,2014-07-22,2014-07-27,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,222.32,7,0.2,25.011,2014,7,3,11.25,Yes,277.9,55.58,31.76,29.55,31.3
5015,US-2014-160465,2014-07-22,2014-07-27,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,210.564,6,0.4,-52.641,2014,7,3,-25.0,No,350.94,140.38,35.09,29.55,36.4
5016,CA-2011-153850,2011-11-24,2011-11-29,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712,2011,11,4,27.5,Yes,43.96,8.79,5.02,29.55,32.3
5017,CA-2011-153850,2011-11-24,2011-11-29,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1502.376,4,0.4,-250.396,2011,11,4,-16.67,No,2503.96,1001.58,375.59,29.55,36.4
5018,CA-2011-127558,2011-11-15,2011-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0.0,3.2352,2011,11,4,32.0,Yes,10.11,0.0,3.37,31.58,32.3
5019,CA-2011-127558,2011-11-15,2011-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,0.0,146.7693,2011,11,4,19.0,Yes,772.47,0.0,257.49,31.58,36.4
5020,CA-2011-127558,2011-11-15,2011-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2,0.0,5.3196,2011,11,4,26.0,Yes,20.46,0.0,10.23,31.58,31.3
5021,CA-2014-136511,2014-03-24,2014-03-26,Second Class,MZ-17515,Mary Zewe,Corporate,United States,New York City,New York,10011,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,347.58,3,0.0,17.379,2014,3,1,5.0,Yes,347.58,0.0,115.86,29.55,31.3
5022,CA-2013-133795,2013-12-19,2013-12-25,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0.0,21.792,2013,12,4,30.0,Yes,72.64,0.0,36.32,31.58,36.4
5023,CA-2013-133795,2013-12-19,2013-12-25,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,0.0,146.7693,2013,12,4,19.0,Yes,772.47,0.0,257.49,31.58,36.4
5024,CA-2013-133795,2013-12-19,2013-12-25,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.0,11.1776,2013,12,4,28.0,Yes,39.92,0.0,9.98,31.58,32.3
5025,US-2014-130953,2014-07-30,2014-08-04,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,33.48,2,0.0,16.4052,2014,7,3,49.0,Yes,33.48,0.0,16.74,21.82,31.3
5026,US-2014-130953,2014-07-30,2014-08-04,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,461.97,3,0.0,133.9713,2014,7,3,29.0,Yes,461.97,0.0,153.99,21.82,36.4
5027,US-2014-130953,2014-07-30,2014-08-04,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.5528,2014,7,3,44.0,Yes,137.62,0.0,68.81,21.82,31.3
5028,US-2014-130953,2014-07-30,2014-08-04,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0.0,72.6408,2014,7,3,24.0,Yes,302.67,0.0,100.89,21.82,32.3
5029,CA-2011-151792,2011-09-02,2011-09-07,Second Class,CV-12295,Christina VanderZanden,Consumer,United States,Chicago,Illinois,60653,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,53.9946,2011,9,3,22.5,Yes,299.97,59.99,79.99,21.82,36.4
5030,CA-2014-139304,2014-01-30,2014-02-03,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001216,Office Supplies,Art,Newell 339,8.34,3,0.0,2.1684,2014,1,1,26.0,Yes,8.34,0.0,2.78,31.58,31.3
5031,CA-2014-139304,2014-01-30,2014-02-03,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,1,0.0,2.2282,2014,1,1,26.0,Yes,8.57,0.0,8.57,31.58,31.3
5032,CA-2014-139304,2014-01-30,2014-02-03,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8,0.2,40.3704,2014,1,1,33.75,Yes,149.52,29.9,14.95,31.58,31.3
5033,CA-2013-155166,2013-12-27,2014-01-03,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,8360,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,212.94,3,0.0,25.5528,2013,12,4,12.0,Yes,212.94,0.0,70.98,29.55,32.3
5034,CA-2013-155166,2013-12-27,2014-01-03,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,8360,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,26.49,1,0.0,7.4172,2013,12,4,28.0,Yes,26.49,0.0,26.49,29.55,31.3
5035,CA-2012-103954,2012-08-09,2012-08-13,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,0.0,48.118,2012,8,3,7.0,Yes,687.4,0.0,137.48,21.82,32.3
5036,CA-2011-169803,2011-04-06,2011-04-12,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.1035,2011,4,2,17.0,Yes,653.55,0.0,217.85,31.58,32.3
5037,CA-2011-169803,2011-04-06,2011-04-12,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2,0.0,2.034,2011,4,2,6.0,Yes,33.9,0.0,16.95,31.58,36.4
5038,CA-2014-141719,2014-11-18,2014-11-22,Second Class,EG-13900,Emily Grady,Consumer,United States,Naperville,Illinois,60540,Central,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,5,0.2,83.986,2014,11,4,35.0,Yes,299.95,59.99,47.99,21.82,36.4
5039,CA-2012-136469,2012-07-11,2012-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.3,-37.1124,2012,7,3,-18.57,No,285.48,85.64,49.96,29.55,32.3
5040,CA-2012-136469,2012-07-11,2012-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716.0,2,0.0,193.32,2012,7,3,27.0,Yes,716.0,0.0,358.0,29.55,36.4
5041,CA-2012-136469,2012-07-11,2012-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,221.06,7,0.0,103.8982,2012,7,3,47.0,Yes,221.06,0.0,31.58,29.55,31.3
5042,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3,0.0,32.5008,2013,11,4,48.0,Yes,67.71,0.0,22.57,31.58,31.3
5043,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4,0.0,38.976,2013,11,4,30.0,Yes,129.92,0.0,32.48,31.58,31.3
5044,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,0.0,191.6586,2013,11,4,41.0,Yes,467.46,0.0,51.94,31.58,32.3
5045,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,61.4,5,0.0,28.858,2013,11,4,47.0,Yes,61.4,0.0,12.28,31.58,31.3
5046,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,0.0,187.3976,2013,11,4,26.0,Yes,720.76,0.0,180.19,31.58,31.3
5047,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.184,3,0.2,1.8144,2013,11,4,35.0,Yes,6.48,1.3,1.73,31.58,31.3
5048,CA-2013-158694,2013-11-11,2013-11-14,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,14.7,5,0.0,3.969,2013,11,4,27.0,Yes,14.7,0.0,2.94,31.58,31.3
5049,US-2011-104759,2011-03-31,2011-04-04,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8.134,7,0.8,-13.8278,2011,3,1,-170.0,No,40.67,32.54,1.16,21.82,31.3
5050,US-2011-104759,2011-03-31,2011-04-04,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,79.984,2,0.2,13.9972,2011,3,1,17.5,Yes,99.98,20.0,39.99,21.82,36.4
5051,CA-2012-150511,2012-09-18,2012-09-24,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,98198,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138,2012,9,3,47.0,Yes,18.54,0.0,9.27,31.58,31.3
5052,CA-2012-134922,2012-11-07,2012-11-11,Standard Class,KB-16240,Karen Bern,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,2,0.2,7.93,2012,11,4,32.5,Yes,30.5,6.1,12.2,29.55,31.3
5053,US-2014-120607,2014-05-20,2014-05-20,Same Day,JC-15775,John Castell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,195.64,4,0.0,91.9508,2014,5,2,47.0,Yes,195.64,0.0,48.91,17.05,31.3
5054,CA-2012-141243,2012-01-03,2012-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,398.4,5,0.2,84.66,2012,1,1,21.25,Yes,498.0,99.6,79.68,21.82,36.4
5055,CA-2012-141243,2012-01-03,2012-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10001246,Office Supplies,Art,Newell 317,7.056,3,0.2,0.7938,2012,1,1,11.25,Yes,8.82,1.76,2.35,21.82,31.3
5056,CA-2012-141243,2012-01-03,2012-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404,2012,1,1,-32.35,No,1988.82,636.42,150.27,21.82,32.3
5057,CA-2012-162166,2012-09-08,2012-09-11,First Class,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,26.4,5,0.0,11.88,2012,9,3,45.0,Yes,26.4,0.0,5.28,31.58,31.3
5058,CA-2012-162166,2012-09-08,2012-09-11,First Class,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,92553,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,41.88,6,0.0,0.8376,2012,9,3,2.0,Yes,41.88,0.0,6.98,31.58,31.3
5059,CA-2013-120796,2013-04-04,2013-04-08,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",99.846,9,0.7,-83.205,2013,4,2,-83.33,No,332.82,232.97,11.09,29.55,31.3
5060,CA-2013-109722,2013-12-06,2013-12-08,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0.0,195.9944,2013,12,4,28.0,Yes,699.98,0.0,349.99,17.05,36.4
5061,CA-2013-109722,2013-12-06,2013-12-08,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,9,0.0,70.1784,2013,12,4,12.0,Yes,584.82,0.0,64.98,17.05,31.3
5062,CA-2012-136798,2012-05-08,2012-05-12,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,43.98,2,0.0,21.99,2012,5,2,50.0,Yes,43.98,0.0,21.99,21.82,31.3
5063,CA-2012-136798,2012-05-08,2012-05-12,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Minneapolis,Minnesota,55407,Central,TEC-PH-10000441,Technology,Phones,VTech DS6151,377.97,3,0.0,105.8316,2012,5,2,28.0,Yes,377.97,0.0,125.99,21.82,36.4
5064,CA-2012-136798,2012-05-08,2012-05-12,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0.0,11.1564,2012,5,2,9.0,Yes,123.96,0.0,41.32,21.82,32.3
5065,CA-2014-122196,2014-09-23,2014-09-25,First Class,CA-12265,Christina Anderson,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391.98,2,0.0,113.6742,2014,9,3,29.0,Yes,391.98,0.0,195.99,29.55,36.4
5066,CA-2014-142090,2014-12-01,2014-12-08,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,27217,South,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,383.976,3,0.2,81.5949,2014,12,4,21.25,Yes,479.97,95.99,127.99,17.05,36.4
5067,CA-2014-142090,2014-12-01,2014-12-08,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,27217,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,7,0.4,-653.2834,2014,12,4,-36.67,No,2969.47,1187.79,254.53,17.05,32.3
5068,CA-2014-160934,2014-01-16,2014-01-20,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0.0,6.206,2014,1,1,29.0,Yes,21.4,0.0,4.28,31.58,31.3
5069,CA-2011-124478,2011-08-08,2011-08-12,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,1,0.0,274.995,2011,8,3,50.0,Yes,549.99,0.0,549.99,21.82,36.4
5070,CA-2011-124478,2011-08-08,2011-08-12,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,3,0.1,37.23,2011,8,3,22.22,Yes,186.15,18.62,55.84,21.82,31.3
5071,CA-2011-124478,2011-08-08,2011-08-12,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,38.34,3,0.0,17.253,2011,8,3,45.0,Yes,38.34,0.0,12.78,21.82,31.3
5072,CA-2011-124478,2011-08-08,2011-08-12,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,53.88,6,0.0,22.6296,2011,8,3,42.0,Yes,53.88,0.0,8.98,21.82,32.3
5073,CA-2011-124478,2011-08-08,2011-08-12,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,299.98,2,0.0,83.9944,2011,8,3,28.0,Yes,299.98,0.0,149.99,21.82,36.4
5074,CA-2012-145485,2012-11-05,2012-11-05,Same Day,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,62.8,4,0.0,15.7,2012,11,4,25.0,Yes,62.8,0.0,15.7,31.58,31.3
5075,CA-2014-151071,2014-04-26,2014-04-30,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188,2014,4,2,32.5,Yes,17.38,3.48,6.95,31.58,31.3
5076,CA-2011-134572,2011-04-20,2011-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67,2011,4,2,-12.86,No,1063.0,318.9,148.82,21.82,32.3
5077,CA-2011-134572,2011-04-20,2011-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5,0.2,5.605,2011,4,2,12.5,Yes,56.05,11.21,8.97,21.82,31.3
5078,CA-2011-134572,2011-04-20,2011-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.3,-131.951,2011,4,2,-32.86,No,573.7,172.11,200.8,21.82,32.3
5079,CA-2014-143217,2014-11-12,2014-11-18,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18.24,3,0.0,8.5728,2014,11,4,47.0,Yes,18.24,0.0,6.08,21.82,31.3
5080,US-2014-133312,2014-11-26,2014-11-30,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058,2014,11,4,-8.24,No,422.94,63.44,119.83,31.58,32.3
